num_clients,total_budget,total_offers_num,initial_budget,total_roi,average_roi_per_client,weights,various_budget,offer_occurrences,global_step_num
3,4500.5,22,4000,23.857894736842105,"{'Pippo': 7.710526315789474, 'Pluto': 8.073684210526315, 'Paperino': 8.073684210526315}","{'Pippo': 0.32318552834767267, 'Pluto': 0.33840723582616367, 'Paperino': 0.33840723582616367}","{'Pippo': 1454.5, 'Pluto': 1523.0, 'Paperino': 1523.0}","{'Bwin': 3, 'Bet365': 3, 'Eurobet': 3, 'Snai': 3, 'Williamhill': 2, 'Planetwin365': 2, 'Leovegas': 1, 'Domusbet': 1, 'Unibet': 1, 'E-play24': 1, 'Novibet': 1, 'Starcasino': 1}",6
