step_num,step_profit,num_completed_offers,inutilized_budget_percentage,initial_budget,remaining_budget,completed_offers
1,159.5,5,20.392,2192,447,"['Bwin', 'Williamhill', 'Bet365', 'Domusbet', 'Unibet']"
