step_num,step_profit,num_completed_offers,inutilized_budget_percentage,initial_budget,remaining_budget,completed_offers
1,433.5,5,0.5,5000,25,"['Bwin', 'Williamhill', 'Bet365', 'Planetwin365', 'Leovegas']"
