total_profit,max_step_profit,avg_profit_for_step,min_step_profit,initial_budget,remaining_budget,max_remaining_budget,avg_remaining_budget,min_remaining_budget,num_steps,num_completed_offers,max_num_offers_per_step,avg_num_offers_per_step,min_num_offers_per_step,max_inutilized_budget_percentage,avg_inutilized_budget_percentage,min_inutilized_budget_percentage,commission,referral,total_commission
928.5,433.5,309.5,85,5000,3373.5,3373.5,1152.33,25,3,12,5,4.0,2,57.731,19.77,0.5,185.7,46.4,232.1
